title,label
"Target shares fall after weak demand outlook amid uncertainty in the tech sector, raising concerns across the sector",0
"Qualcomm benefits from lower production costs after cost controls improve profitability, supporting a bullish outlook",1
ExxonMobil slumps after management cuts outlook as trading volume rises,0
"Before the market open, JPMorgan issues cautious guidance for next quarter",0
"During the morning session, Qualcomm falls after disappointing subscriber growth",0
"Qualcomm misses delivery estimates for the quarter amid weaker consumer spending, raising concerns across the sector",0
"After the closing bell, ExxonMobil reports decline in margins this quarter",0
"During the morning session, Google lowers production targets for the year",0
"In premarket trading, Ford misses quarterly revenue expectations",0
AMD expands into new international markets as demand rebounds across segments,1
"In early trading, IBM shares jump after strong demand outlook",1
"ExxonMobil announces layoffs amid restructuring concerns following disappointing management guidance, sending shares lower",0
"Adobe sees rising costs pressure profitability after rising costs hurt margins, sending shares lower",0
Amazon posts weaker-than-expected earnings results during the morning session,0
Ford shares jump after strong demand outlook in premarket trading,1
"Goldman Sachs shares fall after weak demand outlook, raising concerns across the sector",0
Amazon lowers production targets for the year as investors worry about slowing growth,0
"In premarket trading, AMD announces major AI partnership",1
Amazon faces legal challenges tied to recent acquisition as trading volume rises,0
Nike wins large government contract before the market open,1
"Coca-Cola receives analyst downgrade after earnings miss, sending shares lower",0
"Nvidia warns of slowing sales growth, hurting investor sentiment",0
IBM rallies after management issues optimistic outlook as margins improve across core businesses,1
Google reports decline in margins this quarter as trading volume rises,0
"Airbnb receives analyst downgrade after earnings miss, supporting a bearish outlook",0
AMD delivers upbeat forecast for next quarter in premarket trading,1
Apple wins large government contract as trading volume rises,1
"In premarket trading, Mastercard shares fall after weak demand outlook",0
"Pfizer reports decline in margins this quarter, hurting investor sentiment",0
"Goldman Sachs posts robust holiday quarter results as margins improve across core businesses, lifting investor sentiment",1
Amazon misses quarterly revenue expectations during the morning session,0
Adobe reports stronger-than-expected quarterly earnings as margins improve across core businesses,1
Airbnb reports surge in subscription growth amid strong consumer demand,1
Meta reports decline in margins this quarter as recession fears weigh on outlook,0
"Ford announces strategic acquisition to boost growth on strong guidance for the second half, supporting a bullish outlook",1
"Netflix receives analyst downgrade after earnings miss while analysts cut price targets, raising concerns across the sector",0
"In premarket trading, AMD receives analyst downgrade after earnings miss",0
Intel slumps after management cuts outlook while analysts cut price targets,0
Microsoft benefits from lower production costs following upbeat management commentary,1
ExxonMobil shares jump after strong demand outlook before the market open,1
"In early trading, Apple issues cautious guidance for next quarter",0
"During the morning session, Target posts record cloud revenue growth",1
Intel reports stronger-than-expected quarterly earnings in early trading,1
"Microsoft delays major product launch after rising costs hurt margins, hurting investor sentiment",0
Airbnb expands into new international markets after cost controls improve profitability,1
"Mastercard reports stronger-than-expected quarterly earnings on strong guidance for the second half, sending shares higher",1
Intel faces legal challenges tied to recent acquisition as recession fears weigh on outlook,0
"Ford sees strong improvement in operating margin as investor confidence improves, lifting investor sentiment",1
"Boeing delays major product launch as macroeconomic pressure intensifies, supporting a bearish outlook",0
"Boeing launches successful new product line, boosting confidence in the sector",1
Boeing faces supply chain disruptions in key markets due to soft demand in overseas markets,0
"Ford reports drop in advertising revenue as recession fears weigh on outlook, hurting investor sentiment",0
"Mastercard receives analyst upgrade after earnings beat, sending shares higher",1
"Before the market open, Nike falls after disappointing subscriber growth",0
"Oracle reports stronger-than-expected quarterly earnings driven by AI-related growth, supporting a bullish outlook",1
"Boeing issues cautious guidance for next quarter, raising concerns across the sector",0
Nike receives analyst upgrade after earnings beat as investor confidence improves,1
"Before the market open, ExxonMobil reports surge in subscription growth",1
"In early trading, Uber lowers production targets for the year",0
"Intel sees strong improvement in operating margin, supporting a bullish outlook",1
"Airbnb reports decline in international sales as demand weakens across major segments, supporting a bearish outlook",0
"Ford gains after better-than-expected sales results, sending shares higher",1
Walmart expands into new international markets in premarket trading,1
Netflix shares fall after weak demand outlook as macroeconomic pressure intensifies,0
"Netflix announces major AI partnership as demand rebounds across segments, boosting confidence in the sector",1
"Amazon reports stronger-than-expected quarterly earnings as margins improve across core businesses, supporting a bullish outlook",1
"Goldman Sachs lowers production targets for the year after rising costs hurt margins, raising concerns across the sector",0
"ExxonMobil issues cautious guidance for next quarter, supporting a bearish outlook",0
Boeing sees rising costs pressure profitability in premarket trading,0
"Salesforce falls after disappointing subscriber growth, supporting a bearish outlook",0
"Before the market open, Airbnb misses delivery estimates for the quarter",0
Amazon announces strategic acquisition to boost growth driven by AI-related growth,1
JPMorgan sees rising costs pressure profitability before the market open,0
Pfizer slumps after management cuts outlook during the morning session,0
IBM wins large government contract as market sentiment turns positive,1
Pfizer announces layoffs amid restructuring concerns as trading volume rises,0
JPMorgan posts robust holiday quarter results before the market open,1
Uber beats analyst expectations on profit while analysts raise price targets,1
Netflix rallies after management issues optimistic outlook following upbeat management commentary,1
Uber issues cautious guidance for next quarter before the market open,0
"Apple announces strategic acquisition to boost growth following upbeat management commentary, lifting investor sentiment",1
ExxonMobil expands into new international markets as investor confidence improves,1
Airbnb reports drop in advertising revenue amid uncertainty in the tech sector,0
Ford raises full-year revenue guidance as trading volume rises,1
"Nvidia lowers production targets for the year, supporting a bearish outlook",0
"Uber faces regulatory investigation over business practices due to soft demand in overseas markets, raising concerns across the sector",0
"Goldman Sachs reports surge in subscription growth, boosting confidence in the sector",1
Nike announces major AI partnership as demand rebounds across segments,1
"As trading volume rises, Salesforce sees rising costs pressure profitability",0
"Airbnb raises full-year revenue guidance, supporting a bullish outlook",1
Target faces regulatory investigation over business practices due to soft demand in overseas markets,0
"Nvidia delivers upbeat forecast for next quarter after cost controls improve profitability, lifting investor sentiment",1
"Oracle faces supply chain disruptions in key markets amid weaker consumer spending, hurting investor sentiment",0
"Before the market open, Walmart posts robust holiday quarter results",1
"Goldman Sachs misses quarterly revenue expectations, hurting investor sentiment",0
"Uber announces layoffs amid restructuring concerns, raising concerns across the sector",0
"In early trading, JPMorgan announces strategic acquisition to boost growth",1
Salesforce announces strategic acquisition to boost growth in premarket trading,1
Oracle delays major product launch in premarket trading,0
"Intel rallies after management issues optimistic outlook as market sentiment turns positive, boosting confidence in the sector",1
"During the morning session, Tesla rallies after management issues optimistic outlook",1
Meta reports strong cash flow and higher guidance in premarket trading,1
"Airbnb misses quarterly revenue expectations as macroeconomic pressure intensifies, raising concerns across the sector",0
Meta gains after better-than-expected sales results as demand rebounds across segments,1
Boeing falls after disappointing subscriber growth during the morning session,0
Adobe beats analyst expectations on profit in early trading,1
Shopify shares fall after weak demand outlook as trading volume rises,0
"Mastercard wins large government contract, boosting confidence in the sector",1
Intel misses quarterly revenue expectations amid uncertainty in the tech sector,0
"Microsoft receives analyst upgrade after earnings beat as demand rebounds across segments, supporting a bullish outlook",1
"In early trading, JPMorgan benefits from lower production costs",1
"After the closing bell, Mastercard announces major AI partnership",1
Tesla reports drop in advertising revenue due to soft demand in overseas markets,0
"Meta raises full-year revenue guidance while analysts raise price targets, lifting investor sentiment",1
"After the closing bell, Netflix slumps after management cuts outlook",0
Pfizer beats analyst expectations on profit after cost controls improve profitability,1
Oracle misses quarterly revenue expectations before the market open,0
Microsoft beats analyst expectations on profit after cost controls improve profitability,1
"Shopify reports decline in margins this quarter as macroeconomic pressure intensifies, hurting investor sentiment",0
"Nike faces regulatory investigation over business practices amid weaker consumer spending, sending shares lower",0
"Goldman Sachs reports decline in international sales, hurting investor sentiment",0
"Nvidia faces supply chain disruptions in key markets, sending shares lower",0
"Coca-Cola reports decline in margins this quarter as demand weakens across major segments, sending shares lower",0
"Microsoft reports surge in subscription growth while analysts raise price targets, lifting investor sentiment",1
Adobe faces regulatory investigation over business practices following disappointing management guidance,0
"Meta reports drop in advertising revenue as demand weakens across major segments, hurting investor sentiment",0
IBM announces major AI partnership as market sentiment turns positive,1
"Walmart raises full-year revenue guidance, supporting a bullish outlook",1
"Nike reports stronger-than-expected quarterly earnings amid strong consumer demand, lifting investor sentiment",1
JPMorgan delays major product launch in premarket trading,0
"Before the market open, Uber misses delivery estimates for the quarter",0
"Netflix posts weaker-than-expected earnings results, sending shares lower",0
"Nike shares fall after weak demand outlook due to soft demand in overseas markets, supporting a bearish outlook",0
"Microsoft sees rising costs pressure profitability, hurting investor sentiment",0
Mastercard reports stronger-than-expected quarterly earnings while analysts raise price targets,1
"Nvidia posts record cloud revenue growth, supporting a bullish outlook",1
ExxonMobil delays major product launch amid uncertainty in the tech sector,0
Visa expands into new international markets after the closing bell,1
Coca-Cola wins large government contract after cost controls improve profitability,1
"During the morning session, Qualcomm delivers upbeat forecast for next quarter",1
"Amazon falls after disappointing subscriber growth as demand weakens across major segments, raising concerns across the sector",0
"Meta issues cautious guidance for next quarter as recession fears weigh on outlook, raising concerns across the sector",0
"In premarket trading, Goldman Sachs benefits from lower production costs",1
Tesla slumps after management cuts outlook after rising costs hurt margins,0
"In early trading, JPMorgan reports drop in advertising revenue",0
"Ford faces supply chain disruptions in key markets, hurting investor sentiment",0
"Intel reports surge in subscription growth amid strong consumer demand, supporting a bullish outlook",1
Qualcomm launches successful new product line after cost controls improve profitability,1
"Uber benefits from lower production costs, lifting investor sentiment",1
Meta shares fall after weak demand outlook in early trading,0
"After the closing bell, IBM faces legal challenges tied to recent acquisition",0
"Airbnb cuts full-year profit forecast while analysts cut price targets, supporting a bearish outlook",0
"Walmart raises full-year revenue guidance, sending shares higher",1
Uber cuts full-year profit forecast as recession fears weigh on outlook,0
"After the closing bell, Google sees rising costs pressure profitability",0
"Intel beats analyst expectations on profit amid strong consumer demand, lifting investor sentiment",1
"During the morning session, Amazon reports stronger-than-expected quarterly earnings",1
"Goldman Sachs wins large government contract, boosting confidence in the sector",1
"Boeing rallies after management issues optimistic outlook, boosting confidence in the sector",1
"Microsoft faces regulatory investigation over business practices after rising costs hurt margins, supporting a bearish outlook",0
"In premarket trading, IBM falls after disappointing subscriber growth",0
Nike posts robust holiday quarter results in early trading,1
Goldman Sachs announces stock buyback plan following upbeat management commentary,1
"Before the market open, Mastercard posts robust holiday quarter results",1
Tesla reports surge in subscription growth as trading volume rises,1
Intel misses delivery estimates for the quarter in premarket trading,0
"Microsoft receives analyst downgrade after earnings miss, hurting investor sentiment",0
"Meta faces supply chain disruptions in key markets amid weaker consumer spending, hurting investor sentiment",0
AMD reports stronger-than-expected quarterly earnings while analysts raise price targets,1
JPMorgan announces stock buyback plan before the market open,1
"In premarket trading, Netflix warns of slowing sales growth",0
Oracle warns of slowing sales growth while analysts cut price targets,0
"During the morning session, Shopify delays major product launch",0
"Netflix posts robust holiday quarter results, sending shares higher",1
"Microsoft reports strong cash flow and higher guidance as market sentiment turns positive, lifting investor sentiment",1
Netflix warns of slowing sales growth during the morning session,0
"JPMorgan sees rising costs pressure profitability while analysts cut price targets, sending shares lower",0
"In premarket trading, Airbnb beats analyst expectations on profit",1
"Airbnb beats analyst expectations on profit as market sentiment turns positive, boosting confidence in the sector",1
Mastercard reports strong cash flow and higher guidance before the market open,1
"Pfizer delivers upbeat forecast for next quarter as investor confidence improves, lifting investor sentiment",1
"Target sees rising costs pressure profitability, sending shares lower",0
Mastercard shares jump after strong demand outlook while analysts raise price targets,1
Airbnb reports decline in margins this quarter amid weaker consumer spending,0
"Salesforce falls after disappointing subscriber growth as macroeconomic pressure intensifies, hurting investor sentiment",0
"During the morning session, Nike shares jump after strong demand outlook",1
"Nike announces layoffs amid restructuring concerns amid uncertainty in the tech sector, raising concerns across the sector",0
"Meta announces major AI partnership as demand rebounds across segments, boosting confidence in the sector",1
Microsoft announces layoffs amid restructuring concerns as trading volume rises,0
Meta posts record cloud revenue growth in premarket trading,1
"Amazon sees strong improvement in operating margin, sending shares higher",1
Coca-Cola reports stronger-than-expected quarterly earnings as trading volume rises,1
"Uber lowers production targets for the year, raising concerns across the sector",0
Visa lowers production targets for the year amid weaker consumer spending,0
"In premarket trading, ExxonMobil rallies after management issues optimistic outlook",1
"Apple misses delivery estimates for the quarter following disappointing management guidance, raising concerns across the sector",0
Mastercard reports surge in subscription growth after the closing bell,1
"Nike raises full-year revenue guidance, supporting a bullish outlook",1
Shopify expands into new international markets after the closing bell,1
Nvidia reports stronger-than-expected quarterly earnings on strong guidance for the second half,1
"Apple receives analyst upgrade after earnings beat amid strong consumer demand, lifting investor sentiment",1
"In premarket trading, Walmart reports decline in international sales",0
Visa posts robust holiday quarter results after cost controls improve profitability,1
Google shares jump after strong demand outlook as market sentiment turns positive,1
Ford receives analyst upgrade after earnings beat in early trading,1
Google posts robust holiday quarter results as market sentiment turns positive,1
Microsoft slumps after management cuts outlook after the closing bell,0
Adobe sees rising costs pressure profitability in early trading,0
"Intel gains after better-than-expected sales results while analysts raise price targets, sending shares higher",1
"Adobe posts weaker-than-expected earnings results, hurting investor sentiment",0
Meta delays major product launch after the closing bell,0
"Tesla reports decline in margins this quarter, raising concerns across the sector",0
"After the closing bell, Oracle reports drop in advertising revenue",0
Oracle reports drop in advertising revenue before the market open,0
"Uber sees strong improvement in operating margin, lifting investor sentiment",1
Target faces supply chain disruptions in key markets after the closing bell,0
Intel reports surge in subscription growth as demand rebounds across segments,1
"Mastercard delays major product launch as recession fears weigh on outlook, raising concerns across the sector",0
"Tesla faces regulatory investigation over business practices as recession fears weigh on outlook, hurting investor sentiment",0
"Qualcomm shares jump after strong demand outlook while analysts raise price targets, boosting confidence in the sector",1
"Microsoft launches successful new product line, sending shares higher",1
"Nike reports strong cash flow and higher guidance, boosting confidence in the sector",1
"Amazon announces major AI partnership, boosting confidence in the sector",1
"During the morning session, IBM reports decline in international sales",0
"Nvidia faces legal challenges tied to recent acquisition as demand weakens across major segments, raising concerns across the sector",0
IBM delays major product launch as macroeconomic pressure intensifies,0
Coca-Cola faces legal challenges tied to recent acquisition in early trading,0
"In early trading, Tesla beats analyst expectations on profit",1
"Tesla beats analyst expectations on profit, supporting a bullish outlook",1
"Goldman Sachs launches successful new product line, supporting a bullish outlook",1
"Qualcomm shares fall after weak demand outlook amid weaker consumer spending, supporting a bearish outlook",0
"Adobe slumps after management cuts outlook, raising concerns across the sector",0
Salesforce shares fall after weak demand outlook in early trading,0
"Salesforce lowers production targets for the year, supporting a bearish outlook",0
"In early trading, Boeing posts robust holiday quarter results",1
"In early trading, Qualcomm sees strong improvement in operating margin",1
"As trading volume rises, Nike receives analyst downgrade after earnings miss",0
"Pfizer cuts full-year profit forecast, hurting investor sentiment",0
Apple shares fall after weak demand outlook during the morning session,0
Airbnb cuts full-year profit forecast in premarket trading,0
"As trading volume rises, Apple beats analyst expectations on profit",1
"Apple benefits from lower production costs, sending shares higher",1
"IBM raises full-year revenue guidance driven by AI-related growth, sending shares higher",1
Amazon benefits from lower production costs after cost controls improve profitability,1
"Amazon beats analyst expectations on profit following upbeat management commentary, lifting investor sentiment",1
"Boeing reports decline in international sales due to soft demand in overseas markets, raising concerns across the sector",0
"Visa misses quarterly revenue expectations due to soft demand in overseas markets, hurting investor sentiment",0
Nike posts robust holiday quarter results on strong guidance for the second half,1
"After the closing bell, Nike sees rising costs pressure profitability",0
Uber launches successful new product line as demand rebounds across segments,1
"Uber reports stronger-than-expected quarterly earnings as market sentiment turns positive, lifting investor sentiment",1
Qualcomm issues cautious guidance for next quarter before the market open,0
Nvidia raises full-year revenue guidance as demand rebounds across segments,1
Mastercard sees rising costs pressure profitability as trading volume rises,0
"During the morning session, Walmart misses delivery estimates for the quarter",0
"In early trading, Uber reports strong cash flow and higher guidance",1
Ford receives analyst downgrade after earnings miss as trading volume rises,0
"Goldman Sachs receives analyst upgrade after earnings beat, sending shares higher",1
Qualcomm receives analyst downgrade after earnings miss after rising costs hurt margins,0
Apple shares fall after weak demand outlook while analysts cut price targets,0
"Ford wins large government contract, lifting investor sentiment",1
"ExxonMobil expands into new international markets as investor confidence improves, supporting a bullish outlook",1
"Nike delays major product launch, supporting a bearish outlook",0
"Before the market open, Microsoft delivers upbeat forecast for next quarter",1
"In early trading, Ford receives analyst upgrade after earnings beat",1
Boeing raises full-year revenue guidance in early trading,1
Google receives analyst upgrade after earnings beat amid strong consumer demand,1
"Qualcomm posts robust holiday quarter results driven by AI-related growth, sending shares higher",1
Adobe misses quarterly revenue expectations as macroeconomic pressure intensifies,0
"Mastercard wins large government contract, supporting a bullish outlook",1
"Intel posts robust holiday quarter results, lifting investor sentiment",1
Intel rallies after management issues optimistic outlook as margins improve across core businesses,1
"Ford posts weaker-than-expected earnings results, hurting investor sentiment",0
"As trading volume rises, Walmart announces stock buyback plan",1
Nvidia falls after disappointing subscriber growth before the market open,0
"In premarket trading, Shopify expands into new international markets",1
"Intel faces supply chain disruptions in key markets amid weaker consumer spending, supporting a bearish outlook",0
Pfizer faces legal challenges tied to recent acquisition in premarket trading,0
Nike reports decline in margins this quarter as recession fears weigh on outlook,0
"ExxonMobil warns of slowing sales growth, raising concerns across the sector",0
"In early trading, Meta announces major AI partnership",1
Qualcomm reports decline in international sales after rising costs hurt margins,0
"Mastercard beats analyst expectations on profit, sending shares higher",1
"ExxonMobil benefits from lower production costs, lifting investor sentiment",1
"Nvidia reports drop in advertising revenue amid weaker consumer spending, hurting investor sentiment",0
"JPMorgan shares jump after strong demand outlook driven by AI-related growth, supporting a bullish outlook",1
Ford reports decline in international sales while analysts cut price targets,0
"Walmart receives analyst upgrade after earnings beat as margins improve across core businesses, supporting a bullish outlook",1
"Adobe posts record cloud revenue growth, sending shares higher",1
Visa reports strong cash flow and higher guidance driven by AI-related growth,1
"Goldman Sachs raises full-year revenue guidance, lifting investor sentiment",1
"Meta reports surge in subscription growth as investor confidence improves, boosting confidence in the sector",1
"Netflix posts record cloud revenue growth after cost controls improve profitability, sending shares higher",1
"Qualcomm raises full-year revenue guidance driven by AI-related growth, supporting a bullish outlook",1
IBM benefits from lower production costs as demand rebounds across segments,1
"Apple falls after disappointing subscriber growth as macroeconomic pressure intensifies, sending shares lower",0
"Oracle beats analyst expectations on profit, supporting a bullish outlook",1
"In early trading, Visa beats analyst expectations on profit",1
Adobe issues cautious guidance for next quarter following disappointing management guidance,0
Oracle delays major product launch as recession fears weigh on outlook,0
Meta beats analyst expectations on profit in early trading,1
"Intel delays major product launch as demand weakens across major segments, raising concerns across the sector",0
"Goldman Sachs misses quarterly revenue expectations following disappointing management guidance, hurting investor sentiment",0
"Intel reports decline in international sales, hurting investor sentiment",0
Oracle reports strong cash flow and higher guidance in early trading,1
Salesforce lowers production targets for the year amid weaker consumer spending,0
"As trading volume rises, Shopify sees strong improvement in operating margin",1
"JPMorgan reports decline in international sales amid weaker consumer spending, supporting a bearish outlook",0
"During the morning session, Target announces layoffs amid restructuring concerns",0
"As trading volume rises, Tesla falls after disappointing subscriber growth",0
Oracle receives analyst downgrade after earnings miss amid uncertainty in the tech sector,0
Shopify gains after better-than-expected sales results after the closing bell,1
"After the closing bell, Shopify receives analyst downgrade after earnings miss",0
Target sees strong improvement in operating margin driven by AI-related growth,1
"Ford receives analyst upgrade after earnings beat as investor confidence improves, lifting investor sentiment",1
"Adobe posts weaker-than-expected earnings results, supporting a bearish outlook",0
Adobe issues cautious guidance for next quarter after rising costs hurt margins,0
"In premarket trading, Shopify shares fall after weak demand outlook",0
Nvidia issues cautious guidance for next quarter after rising costs hurt margins,0
AMD beats analyst expectations on profit driven by AI-related growth,1
Oracle faces supply chain disruptions in key markets in early trading,0
Pfizer wins large government contract driven by AI-related growth,1
"After the closing bell, Adobe sees strong improvement in operating margin",1
"Visa reports strong cash flow and higher guidance, lifting investor sentiment",1
"Qualcomm posts record cloud revenue growth as demand rebounds across segments, lifting investor sentiment",1
"In early trading, Mastercard shares jump after strong demand outlook",1
"Intel delivers upbeat forecast for next quarter as market sentiment turns positive, sending shares higher",1
"Microsoft benefits from lower production costs, supporting a bullish outlook",1
"Mastercard reports surge in subscription growth while analysts raise price targets, supporting a bullish outlook",1
"Tesla issues cautious guidance for next quarter, raising concerns across the sector",0
"After the closing bell, Mastercard lowers production targets for the year",0
"Walmart shares jump after strong demand outlook, boosting confidence in the sector",1
"Before the market open, Tesla issues cautious guidance for next quarter",0
"During the morning session, IBM faces regulatory investigation over business practices",0
"Intel reports surge in subscription growth, supporting a bullish outlook",1
"Adobe reports decline in margins this quarter as investors worry about slowing growth, supporting a bearish outlook",0
"Before the market open, Visa beats analyst expectations on profit",1
Qualcomm sees strong improvement in operating margin amid strong consumer demand,1
Boeing delivers upbeat forecast for next quarter as market sentiment turns positive,1
Adobe receives analyst upgrade after earnings beat during the morning session,1
Google faces supply chain disruptions in key markets in early trading,0
"Before the market open, Pfizer beats analyst expectations on profit",1
"IBM misses quarterly revenue expectations, raising concerns across the sector",0
"Oracle announces major AI partnership amid strong consumer demand, lifting investor sentiment",1
"Nvidia raises full-year revenue guidance, sending shares higher",1
Oracle shares fall after weak demand outlook as macroeconomic pressure intensifies,0
"Intel reports drop in advertising revenue, sending shares lower",0
Tesla faces legal challenges tied to recent acquisition amid uncertainty in the tech sector,0
"During the morning session, Adobe delays major product launch",0
"Salesforce reports surge in subscription growth, supporting a bullish outlook",1
Mastercard launches successful new product line before the market open,1
Boeing announces strategic acquisition to boost growth before the market open,1
"Qualcomm wins large government contract as market sentiment turns positive, boosting confidence in the sector",1
"Apple announces strategic acquisition to boost growth, lifting investor sentiment",1
"IBM shares fall after weak demand outlook due to soft demand in overseas markets, supporting a bearish outlook",0
"Walmart gains after better-than-expected sales results while analysts raise price targets, lifting investor sentiment",1
"AMD faces legal challenges tied to recent acquisition, hurting investor sentiment",0
"Amazon expands into new international markets as demand rebounds across segments, sending shares higher",1
"Nike reports decline in margins this quarter amid uncertainty in the tech sector, raising concerns across the sector",0
"Pfizer announces major AI partnership while analysts raise price targets, lifting investor sentiment",1
"Google announces strategic acquisition to boost growth on strong guidance for the second half, supporting a bullish outlook",1
"After the closing bell, Salesforce sees strong improvement in operating margin",1
"Walmart posts robust holiday quarter results, supporting a bullish outlook",1
"Before the market open, Nvidia launches successful new product line",1
"In premarket trading, Qualcomm cuts full-year profit forecast",0
ExxonMobil wins large government contract before the market open,1
"Nvidia sees rising costs pressure profitability as investors worry about slowing growth, raising concerns across the sector",0
"Adobe posts robust holiday quarter results, lifting investor sentiment",1
"Tesla faces supply chain disruptions in key markets amid uncertainty in the tech sector, supporting a bearish outlook",0
Visa reports drop in advertising revenue due to soft demand in overseas markets,0
Oracle expands into new international markets during the morning session,1
Airbnb delays major product launch as recession fears weigh on outlook,0
"As trading volume rises, Meta falls after disappointing subscriber growth",0
"Boeing reports strong cash flow and higher guidance after cost controls improve profitability, lifting investor sentiment",1
JPMorgan reports strong cash flow and higher guidance during the morning session,1
"During the morning session, Ford raises full-year revenue guidance",1
Apple launches successful new product line after cost controls improve profitability,1
Nvidia falls after disappointing subscriber growth in early trading,0
"Coca-Cola slumps after management cuts outlook due to soft demand in overseas markets, sending shares lower",0
"Nike cuts full-year profit forecast, sending shares lower",0
"In premarket trading, Mastercard posts robust holiday quarter results",1
Adobe posts weaker-than-expected earnings results before the market open,0
"Adobe falls after disappointing subscriber growth, sending shares lower",0
"Netflix issues cautious guidance for next quarter as macroeconomic pressure intensifies, raising concerns across the sector",0
Meta announces layoffs amid restructuring concerns in premarket trading,0
Pfizer shares jump after strong demand outlook as trading volume rises,1
"IBM sees strong improvement in operating margin, supporting a bullish outlook",1
"IBM shares jump after strong demand outlook as investor confidence improves, lifting investor sentiment",1
Uber raises full-year revenue guidance as margins improve across core businesses,1
"Airbnb misses delivery estimates for the quarter after rising costs hurt margins, sending shares lower",0
"In early trading, Visa posts record cloud revenue growth",1
"After the closing bell, IBM announces major AI partnership",1
"AMD faces supply chain disruptions in key markets while analysts cut price targets, sending shares lower",0
"In early trading, AMD beats analyst expectations on profit",1
"Ford delays major product launch as macroeconomic pressure intensifies, hurting investor sentiment",0
ExxonMobil reports surge in subscription growth as trading volume rises,1
"In early trading, Amazon announces stock buyback plan",1
"During the morning session, Amazon reports decline in margins this quarter",0
"Apple falls after disappointing subscriber growth as demand weakens across major segments, raising concerns across the sector",0
"Apple expands into new international markets, lifting investor sentiment",1
"Uber wins large government contract amid strong consumer demand, lifting investor sentiment",1
"Before the market open, Target shares fall after weak demand outlook",0
Pfizer announces stock buyback plan as demand rebounds across segments,1
"In early trading, IBM announces major AI partnership",1
"IBM lowers production targets for the year, sending shares lower",0
"Shopify posts robust holiday quarter results, lifting investor sentiment",1
"In early trading, Airbnb wins large government contract",1
"Before the market open, Intel reports strong cash flow and higher guidance",1
"During the morning session, Qualcomm reports stronger-than-expected quarterly earnings",1
Nvidia receives analyst downgrade after earnings miss amid uncertainty in the tech sector,0
"Uber cuts full-year profit forecast, hurting investor sentiment",0
Oracle beats analyst expectations on profit as trading volume rises,1
"In early trading, AMD misses delivery estimates for the quarter",0
"After the closing bell, Walmart warns of slowing sales growth",0
"Intel raises full-year revenue guidance, supporting a bullish outlook",1
"IBM reports surge in subscription growth driven by AI-related growth, boosting confidence in the sector",1
Salesforce reports drop in advertising revenue as demand weakens across major segments,0
"Adobe benefits from lower production costs, supporting a bullish outlook",1
"Nvidia wins large government contract, boosting confidence in the sector",1
"Shopify faces legal challenges tied to recent acquisition while analysts cut price targets, supporting a bearish outlook",0
Adobe announces major AI partnership as market sentiment turns positive,1
Walmart announces layoffs amid restructuring concerns as trading volume rises,0
"Meta reports decline in international sales, hurting investor sentiment",0
"After the closing bell, JPMorgan announces major AI partnership",1
"Meta announces strategic acquisition to boost growth amid strong consumer demand, sending shares higher",1
"Tesla misses delivery estimates for the quarter, hurting investor sentiment",0
Amazon reports stronger-than-expected quarterly earnings following upbeat management commentary,1
"Mastercard faces supply chain disruptions in key markets following disappointing management guidance, hurting investor sentiment",0
"In premarket trading, Oracle cuts full-year profit forecast",0
"In premarket trading, Uber misses delivery estimates for the quarter",0
"Goldman Sachs warns of slowing sales growth as recession fears weigh on outlook, raising concerns across the sector",0
"As trading volume rises, Netflix warns of slowing sales growth",0
Oracle benefits from lower production costs in premarket trading,1
"In early trading, Target sees rising costs pressure profitability",0
Shopify warns of slowing sales growth in premarket trading,0
Airbnb misses quarterly revenue expectations after the closing bell,0
"Pfizer posts robust holiday quarter results as investor confidence improves, boosting confidence in the sector",1
"During the morning session, Intel reports surge in subscription growth",1
"Airbnb warns of slowing sales growth while analysts cut price targets, raising concerns across the sector",0
"Adobe reports stronger-than-expected quarterly earnings as demand rebounds across segments, boosting confidence in the sector",1
"Target falls after disappointing subscriber growth following disappointing management guidance, supporting a bearish outlook",0
"Boeing receives analyst downgrade after earnings miss amid weaker consumer spending, supporting a bearish outlook",0
"AMD announces layoffs amid restructuring concerns, supporting a bearish outlook",0
Salesforce warns of slowing sales growth amid uncertainty in the tech sector,0
"As trading volume rises, Google receives analyst upgrade after earnings beat",1
Goldman Sachs reports stronger-than-expected quarterly earnings after the closing bell,1
"Before the market open, Pfizer cuts full-year profit forecast",0
"Mastercard reports stronger-than-expected quarterly earnings amid strong consumer demand, boosting confidence in the sector",1
"Google receives analyst downgrade after earnings miss, sending shares lower",0
"In early trading, IBM posts robust holiday quarter results",1
"Before the market open, Meta posts record cloud revenue growth",1
"Pfizer sees strong improvement in operating margin, supporting a bullish outlook",1
"Ford lowers production targets for the year as investors worry about slowing growth, hurting investor sentiment",0
Mastercard wins large government contract in premarket trading,1
"Salesforce shares fall after weak demand outlook amid weaker consumer spending, supporting a bearish outlook",0
IBM reports surge in subscription growth after cost controls improve profitability,1
Amazon misses quarterly revenue expectations while analysts cut price targets,0
"Apple reports decline in margins this quarter while analysts cut price targets, raising concerns across the sector",0
"Coca-Cola announces strategic acquisition to boost growth as market sentiment turns positive, lifting investor sentiment",1
"Boeing issues cautious guidance for next quarter as investors worry about slowing growth, supporting a bearish outlook",0
Meta delays major product launch as demand weakens across major segments,0
"AMD lowers production targets for the year as demand weakens across major segments, hurting investor sentiment",0
